Program Name,Department,GPA,GRE Score,TOEFL Score,Admission Accepted
Health Information Technology,Information Systems,3.82,300,118,Yes
Electrical Engineering,Electrical Engineering,3.54,336,118,No
Engineering Management,Engineering Management,3.14,293,117,No
Electrical Engineering,Electrical Engineering,3.45,310,111,Yes
Data Science,Information Systems,3.88,320,94,Yes
Health Information Technology,Information Systems,3.19,294,112,No
Human-Centered Computing,Information Systems,3.53,318,118,Yes
Computer Science,Computer Science,3.66,313,100,No
Engineering Management,Engineering Management,3.25,325,111,No
Environmental Engineering,Civil & Environmental Engineering,3.78,332,100,Yes
Cybersecurity,Information Systems,3.05,324,114,Yes
Computer Engineering,Computer Science & Electrical Engineering,3.81,311,86,Yes
Electrical Engineering,Electrical Engineering,3.2,311,90,Yes
Human-Centered Computing,Information Systems,3.78,309,104,No
Environmental Engineering,Civil & Environmental Engineering,3.56,340,102,Yes
Electrical Engineering,Electrical Engineering,3.28,332,102,Yes
Human-Centered Computing,Information Systems,3.86,292,110,Yes
Health Information Technology,Information Systems,3.64,307,114,Yes
Electrical Engineering,Electrical Engineering,3.53,316,95,Yes
Environmental Engineering,Civil & Environmental Engineering,3.68,319,106,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.71,306,80,Yes
Health Information Technology,Information Systems,3.43,299,99,No
Computer Engineering,Computer Science & Electrical Engineering,3.83,324,99,No
Computer Science,Computer Science,3.59,336,112,Yes
Computer Engineering,Computer Science & Electrical Engineering,3.78,326,88,No
Electrical Engineering,Electrical Engineering,3.92,338,102,Yes
Computer Engineering,Computer Science & Electrical Engineering,3.38,322,100,No
Computer Engineering,Computer Science & Electrical Engineering,3.67,309,101,No
Human-Centered Computing,Information Systems,3.65,311,107,Yes
Human-Centered Computing,Information Systems,3.67,339,114,Yes
Human-Centered Computing,Information Systems,3.85,291,100,No
Cybersecurity,Information Systems,3.53,307,100,Yes
Cybersecurity,Information Systems,3.16,295,81,No
Computer Science,Computer Science,3.86,301,105,Yes
Data Science,Information Systems,3.94,314,93,Yes
Human-Centered Computing,Information Systems,3.59,326,107,Yes
Engineering Management,Engineering Management,3.01,327,107,No
Computer Engineering,Computer Science & Electrical Engineering,3.68,305,106,Yes
Health Information Technology,Information Systems,3.09,318,93,Yes
Human-Centered Computing,Information Systems,3.87,311,119,Yes
Human-Centered Computing,Information Systems,3.78,293,102,No
Engineering Management,Engineering Management,3.26,322,97,Yes
Data Science,Information Systems,3.22,339,99,Yes
Health Information Technology,Information Systems,3.7,303,106,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.18,320,86,Yes
Data Science,Information Systems,3.34,308,118,Yes
Computer Science,Computer Science,3.64,326,114,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.21,302,93,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.19,320,112,Yes
Environmental Engineering,Civil & Environmental Engineering,3.8,322,103,Yes
Computer Engineering,Computer Science & Electrical Engineering,3.93,328,87,Yes
Cybersecurity,Information Systems,3.3,314,82,Yes
Electrical Engineering,Electrical Engineering,3.8,302,101,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.14,337,108,No
Computer Science,Computer Science,3.87,305,111,Yes
Data Science,Information Systems,3.23,321,118,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.58,319,96,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.46,314,106,No
Engineering Management,Engineering Management,3.93,322,85,Yes
Cybersecurity,Information Systems,3.88,297,84,Yes
Human-Centered Computing,Information Systems,3.72,292,110,Yes
Engineering Management,Engineering Management,3.28,322,94,Yes
Environmental Engineering,Civil & Environmental Engineering,3.87,312,109,Yes
Electrical Engineering,Electrical Engineering,3.58,309,106,Yes
Environmental Engineering,Civil & Environmental Engineering,3.88,313,106,Yes
Cybersecurity,Information Systems,3.7,320,86,Yes
Engineering Management,Engineering Management,3.82,293,104,Yes
Human-Centered Computing,Information Systems,3.92,307,117,No
Cybersecurity,Information Systems,3.38,314,102,Yes
Engineering Management,Engineering Management,3.41,337,116,Yes
Health Information Technology,Information Systems,3.44,299,91,Yes
Environmental Engineering,Civil & Environmental Engineering,3.96,299,109,Yes
Electrical Engineering,Electrical Engineering,3.38,327,98,Yes
Engineering Management,Engineering Management,3.86,336,101,Yes
Cybersecurity,Information Systems,3.73,329,99,Yes
Health Information Technology,Information Systems,3.26,297,114,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.33,327,86,No
Health Information Technology,Information Systems,3.25,295,111,No
Health Information Technology,Information Systems,3.67,320,97,No
Health Information Technology,Information Systems,3.38,293,95,Yes
Environmental Engineering,Civil & Environmental Engineering,3.7,324,120,Yes
Data Science,Information Systems,3.22,310,109,Yes
Human-Centered Computing,Information Systems,3.83,294,120,Yes
Health Information Technology,Information Systems,3.26,307,119,Yes
Electrical Engineering,Electrical Engineering,3.9,317,94,Yes
Environmental Engineering,Civil & Environmental Engineering,3.94,335,104,Yes
Cybersecurity,Information Systems,3.01,330,103,Yes
Engineering Management,Engineering Management,3.73,326,84,Yes
Environmental Engineering,Civil & Environmental Engineering,3.88,310,101,Yes
Engineering Management,Engineering Management,3.91,314,102,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.13,334,91,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.87,326,92,Yes
Electrical Engineering,Electrical Engineering,3.48,322,120,No
Computer Engineering,Computer Science & Electrical Engineering,3.43,320,108,Yes
Data Science,Information Systems,3.49,297,108,Yes
Environmental Engineering,Civil & Environmental Engineering,3.94,299,113,Yes
Computer Engineering,Computer Science & Electrical Engineering,3.61,322,80,No
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.08,299,109,No
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.71,305,115,No
Computer Science,Computer Science,3.95,315,105,No
Computer Science,Computer Science,3.56,295,120,No
Computer Engineering,Computer Science & Electrical Engineering,3.24,313,106,Yes
Computer Science,Computer Science,3.53,299,100,No
Cybersecurity,Information Systems,3.88,301,87,Yes
Data Science,Information Systems,3.54,290,97,Yes
Human-Centered Computing,Information Systems,3.89,322,120,Yes
Data Science,Information Systems,3.65,327,102,Yes
Data Science,Information Systems,3.73,305,98,Yes
Data Science,Information Systems,3.27,317,112,No
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.86,294,119,Yes
Computer Science,Computer Science,3.87,298,101,Yes
Electrical Engineering,Electrical Engineering,3.72,331,107,No
Health Information Technology,Information Systems,3.82,317,120,Yes
Engineering Management,Engineering Management,3.9,297,101,Yes
Engineering Management,Engineering Management,3.25,291,88,Yes
Health Information Technology,Information Systems,3.41,311,90,Yes
Electrical Engineering,Electrical Engineering,3.31,323,100,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.18,324,109,No
Health Information Technology,Information Systems,3.24,327,94,Yes
Cybersecurity,Information Systems,3.17,335,98,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.55,337,116,No
Human-Centered Computing,Information Systems,3.64,308,114,Yes
Human-Centered Computing,Information Systems,3.59,335,114,Yes
Health Information Technology,Information Systems,3.63,296,97,No
Data Science,Information Systems,3.82,338,100,No
Electrical Engineering,Electrical Engineering,3.99,328,103,Yes
Human-Centered Computing,Information Systems,3.64,308,114,Yes
Data Science,Information Systems,3.32,309,119,No
Data Science,Information Systems,3.44,334,93,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.38,337,101,Yes
Data Science,Information Systems,3.82,335,119,No
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.96,301,99,Yes
Electrical Engineering,Electrical Engineering,3.85,297,107,No
Electrical Engineering,Electrical Engineering,3.22,291,93,Yes
Environmental Engineering,Civil & Environmental Engineering,3.51,332,114,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.2,299,89,No
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.88,331,109,Yes
Human-Centered Computing,Information Systems,3.89,298,105,No
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.51,324,80,No
Engineering Management,Engineering Management,3.36,311,80,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.88,301,86,Yes
Electrical Engineering,Electrical Engineering,3.68,331,105,Yes
Health Information Technology,Information Systems,3.76,299,115,Yes
Computer Engineering,Computer Science & Electrical Engineering,3.62,322,109,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.49,312,88,No
Health Information Technology,Information Systems,3.05,326,116,Yes
Data Science,Information Systems,3.6,337,114,Yes
Human-Centered Computing,Information Systems,3.87,305,108,Yes
Engineering Management,Engineering Management,3.99,300,111,Yes
Computer Science,Computer Science,3.72,307,113,No
Computer Engineering,Computer Science & Electrical Engineering,3.33,311,97,No
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.79,307,96,Yes
Computer Science,Computer Science,3.83,296,112,Yes
Environmental Engineering,Civil & Environmental Engineering,3.59,303,105,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.1,309,85,Yes
Data Science,Information Systems,3.6,309,96,Yes
Environmental Engineering,Civil & Environmental Engineering,3.73,332,107,Yes
Electrical Engineering,Electrical Engineering,3.47,304,97,Yes
Cybersecurity,Information Systems,3.28,339,88,Yes
Data Science,Information Systems,3.32,333,111,Yes
Cybersecurity,Information Systems,3.09,308,108,No
Computer Engineering,Computer Science & Electrical Engineering,3.62,320,109,Yes
Health Information Technology,Information Systems,3.57,301,114,No
Cybersecurity,Information Systems,3.2,338,105,No
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.95,293,112,No
Cybersecurity,Information Systems,3.2,294,80,Yes
Computer Science,Computer Science,3.9,323,120,Yes
Environmental Engineering,Civil & Environmental Engineering,3.86,319,111,Yes
Computer Science,Computer Science,3.72,339,107,No
Engineering Management,Engineering Management,3.98,334,92,Yes
Engineering Management,Engineering Management,3.38,292,81,Yes
Cybersecurity,Information Systems,3.16,301,120,Yes
Electrical Engineering,Electrical Engineering,3.88,330,111,No
Computer Science,Computer Science,3.89,312,120,Yes
Human-Centered Computing,Information Systems,3.9,314,112,Yes
Environmental Engineering,Civil & Environmental Engineering,3.97,298,112,No
Cybersecurity,Information Systems,3.3,332,81,No
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.45,298,118,Yes
Engineering Management,Engineering Management,3.15,339,103,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.55,320,114,No
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.78,322,119,No
Computer Engineering,Computer Science & Electrical Engineering,3.74,316,107,No
Environmental Engineering,Civil & Environmental Engineering,3.99,320,109,Yes
Human-Centered Computing,Information Systems,3.62,337,104,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.8,295,101,No
Environmental Engineering,Civil & Environmental Engineering,3.57,325,102,No
Health Information Technology,Information Systems,3.95,332,110,No
Computer Science,Computer Science,3.93,301,116,Yes
Environmental Engineering,Civil & Environmental Engineering,3.89,293,104,No
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.58,300,116,Yes
Electrical Engineering,Electrical Engineering,3.68,312,118,No
Cybersecurity,Information Systems,3.56,332,105,Yes
Cybersecurity,Information Systems,3.67,326,91,Yes
Engineering Management,Engineering Management,3.82,310,80,Yes
Environmental Engineering,Civil & Environmental Engineering,3.75,296,111,Yes
Electrical Engineering,Electrical Engineering,3.43,311,102,Yes
Cybersecurity,Information Systems,3.81,317,81,Yes
Environmental Engineering,Civil & Environmental Engineering,3.51,316,101,Yes
Electrical Engineering,Electrical Engineering,3.74,309,108,No
Environmental Engineering,Civil & Environmental Engineering,3.53,315,120,No
Computer Science,Computer Science,3.94,321,108,No
Cybersecurity,Information Systems,3.92,292,84,No
Human-Centered Computing,Information Systems,3.79,309,119,No
Cybersecurity,Information Systems,3.13,312,89,Yes
Electrical Engineering,Electrical Engineering,3.69,326,98,Yes
Health Information Technology,Information Systems,3.89,302,117,No
Human-Centered Computing,Information Systems,3.76,340,119,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.88,337,85,No
Human-Centered Computing,Information Systems,3.51,291,111,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.23,299,108,Yes
